SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,15325 Mills Ter,Garfield,AR,72732,285000,4,2.0,Deer Haven,1514,8712,2019,7,188,,Active,,,https://www.redfin.com/AR/Garfield/15325-Mills-Ter-72732/home/116078816,NWARMLS,1245448,N,Y,36.4065339,-94.0434807
MLS Listing,,Single Family Residential,514 S 14th St,Rogers,AR,72758,441000,3,3.5,Pine St,2205,8712,2023,8,200,21,Active,,,https://www.redfin.com/AR/Rogers/514-S-14th-St-Unknown/home/181969697,NWARMLS,1245394,N,Y,36.3265923,-94.1377103
MLS Listing,,Single Family Residential,5301 60th Pl,Rogers,AR,72758,787000,5,4.0,Liberty Bell North Rogers,3968,27878,2007,9,198,42,Active,,,https://www.redfin.com/AR/Rogers/5301-S-60th-Pl-72758/home/116191885,NWARMLS,1245002,N,Y,36.2877088,-94.1992437
MLS Listing,,Single Family Residential,2310 Pleasant Ridge Rd,Rogers,AR,72756,365000,4,2.0,N/A,2217,46609,1997,9,165,,Active,,,https://www.redfin.com/AR/Rogers/2310-S-Pleasant-Ridge-Rd-72756/home/115731476,NWARMLS,1245305,N,Y,36.3178873,-94.089372
MLS Listing,,Single Family Residential,1017 S E St,Rogers,AR,72756,215000,2,2.0,Amis Road Add Rogers,1008,11325,1999,9,213,,Active,,,https://www.redfin.com/AR/Rogers/1017-S-E-St-72756/home/114739189,NWARMLS,1242213,N,Y,36.324057,-94.1079477
MLS Listing,,Single Family Residential,1410 W Pine St,Rogers,AR,72758,295000,3,2.0,Kiphart Sub 2Nd Rogers,1690,11761,1971,9,175,,Active,,,https://www.redfin.com/AR/Rogers/1410-W-Pine-St-72758/home/114619858,NWARMLS,1245274,N,Y,36.3281762,-94.1387018
MLS Listing,,Single Family Residential,1018 N D St,Rogers,AR,72756,240000,3,1.0,Wallace Add Rogers,1614,6969,1960,10,149,,Active,,,https://www.redfin.com/AR/Rogers/1018-N-D-St-72756/home/114627064,NWARMLS,1244928,N,Y,36.3416245,-94.1107845
MLS Listing,,Single Family Residential,1834 S 11th Pl,Rogers,AR,72756,290000,3,1.5,J D Neill,1750,13939,1970,10,166,,Active,,,https://www.redfin.com/AR/Rogers/1834-S-11th-Pl-72756/home/115594798,NWARMLS,1245163,N,Y,36.3131878,-94.1327254
MLS Listing,,Single Family Residential,502 W Persimmon St,Rogers,AR,72756,499900,4,2.5,Oak View ADD,2080,3049,2023,11,240,40,Active,,,https://www.redfin.com/AR/Rogers/502-W-Persimmon-St-72756/home/185345299,NWARMLS,1244764,N,Y,36.336901,-94.121882
MLS Listing,,Single Family Residential,504 W Persimmon St,Rogers,AR,72756,499900,4,2.5,Oak View ADD,2080,2613,2023,11,240,,Active,May-21-2023 02:00 PM,May-21-2023 04:00 PM,https://www.redfin.com/AR/Rogers/504-W-Persimmon-St-72756/home/185345290,NWARMLS,1244771,N,Y,36.3369039,-94.121978
MLS Listing,,Single Family Residential,8848 S Park Rd,Rogers,AR,72756,450000,4,2.5,03-19-29 Rural,2576,23958,1980,11,175,,Active,,,https://www.redfin.com/AR/Rogers/8848-S-Park-Rd-72756/home/115938211,NWARMLS,1245250,N,Y,36.3401674,-94.0574494
MLS Listing,,Single Family Residential,16573 Birch Ln,Rogers,AR,72756,799900,5,3.0,Beaver Shores Unit 1 Rurban,2739,22651,1990,11,292,4,Active,,,https://www.redfin.com/AR/Rogers/16573-Birch-Ln-72756/home/115468038,NWARMLS,1245073,N,Y,36.3222729,-94.0146572
MLS Listing,,Single Family Residential,1306 W Pecan St,Rogers,AR,72758,249000,2,2.0,Watson Sub Rogers,1836,13503,1970,11,136,,Active,,,https://www.redfin.com/AR/Rogers/1306-W-Pecan-St-72758/home/115847725,NWARMLS,1245093,N,Y,36.3290512,-94.1360034
MLS Listing,,Single Family Residential,1414 S 4th St,Rogers,AR,72756,257697,3,2.0,Mcgaugheys Orchard Add,1507,7405,1925,11,171,,Active,,,https://www.redfin.com/AR/Rogers/1414-S-4th-St-72756/home/114931131,NWARMLS,1243235,N,Y,36.3205653,-94.1210145
MLS Listing,,Single Family Residential,6516 W Hearth Falls Dr,Rogers,AR,72758,459900,3,3.0,Hearthstone,2253,11761,2009,12,204,42,Active,,,https://www.redfin.com/AR/Rogers/6516-W-Hearth-Falls-Dr-72758/home/115507918,NWARMLS,1245114,N,Y,36.283908,-94.206868
MLS Listing,,Single Family Residential,6905 W Altamonte Dr,Rogers,AR,72758,1050000,4,4.0,Shadow Valley Ph VII,4608,13068,2013,12,228,155,Active,,,https://www.redfin.com/AR/Rogers/6905-W-Altamonte-Dr-72758/home/114904531,NWARMLS,1245150,N,Y,36.2844276,-94.2181336
MLS Listing,,Single Family Residential,18 Riviera Dr,Rogers,AR,72756,474500,4,3.0,Rivercliff Village Rurban,3084,11325,2005,12,154,,Active,,,https://www.redfin.com/AR/Rogers/18-Riviera-Dr-72756/home/115090783,NWARMLS,1244930,N,Y,36.3394499,-93.9888193
MLS Listing,,Single Family Residential,1530 Monte Rd NE,Rogers,AR,72756,372500,4,2.5,Roberts & Musteen Add Rogers,2044,13503,1964,13,182,,Active,,,https://www.redfin.com/AR/Rogers/1530-Monte-Ne-Rd-72756/home/115135417,NWARMLS,1244759,N,Y,36.3181454,-94.10593
MLS Listing,,Single Family Residential,6906 W Balmoral Dr,Rogers,AR,72758,665000,3,2.5,Shadow Valley PUD Ph Vii Rogers,3079,12196,2007,13,216,549,Active,,,https://www.redfin.com/AR/Rogers/6906-W-Balmoral-Dr-72758/home/114755162,NWARMLS,1244838,N,Y,36.281975,-94.2174379
MLS Listing,,Single Family Residential,206 S 7th St,Rogers,AR,72756,239900,3,2.0,Academy Add Rogers,1254,6969,1987,13,191,,Active,,,https://www.redfin.com/AR/Rogers/206-S-7th-St-72756/home/115660461,NWARMLS,1243116,N,Y,36.3323121,-94.1247713
MLS Listing,,Single Family Residential,8694 Spruce Dr,Rogers,AR,72756,975000,2,3.0,Beaver Shores Unit 6 Rurban,2280,38768,2001,13,428,,Active,,,https://www.redfin.com/AR/Rogers/8694-Spruce-Dr-72756/home/115885578,NWARMLS,1244872,N,Y,36.311679,-94.023925
MLS Listing,,Single Family Residential,1603 S 17th St,Rogers,AR,72758,280000,4,2.5,Southern Hills 2nd Rogers,1470,10018,1994,14,190,,Active,,,https://www.redfin.com/AR/Rogers/1603-S-17th-St-72758/home/115197381,NWARMLS,1244918,N,Y,36.3189543,-94.1420001
MLS Listing,,Single Family Residential,12351 Fire Run Rd,Rogers,AR,72732,599000,3,2.0,Rural,1740,217800,,14,344,,Active,,,https://www.redfin.com/AR/Garfield/12351-Fire-Run-Rd-72732/home/114982400,NWARMLS,1244717,N,Y,36.4027836,-94.0351212
MLS Listing,,Single Family Residential,4505 Pat Lee Pkwy,Rogers,AR,72758,650000,4,3.5,Warren Glen Rogers,3221,10890,2011,15,202,42,Active,,,https://www.redfin.com/AR/Rogers/4505-W-Pat-Lee-Pkwy-72758/home/115599379,NWARMLS,1244602,N,Y,36.2838092,-94.1819761
MLS Listing,,Single Family Residential,16011 Hickory Dr,Rogers,AR,72756,241941,1,1.0,Beaver Shores Unit 4 Rurban,840,9147,2023,16,288,,Active,,,https://www.redfin.com/AR/Rogers/16011-Hickory-Dr-72756/home/185274555,NWARMLS,1244677,N,Y,36.320188,-94.0277119
MLS Listing,,Condo/Co-op,2000 S Promenade Blvd Unit 305D,Rogers,AR,72758,549000,1,1.5,Pinnacle Station Condos Horiz Prop Reg-R,1491,435,2010,18,368,300,Active,,,https://www.redfin.com/AR/Rogers/2000-S-Promenade-Blvd-72758/unit-305-D/home/177093011,NWARMLS,1244393,N,Y,36.3130431,-94.1798655
MLS Listing,,Single Family Residential,1402 W Pecan St,Rogers,AR,72758,420200,4,4.0,Pine Street,2101,6969,2023,18,200,21,Active,,,https://www.redfin.com/AR/Rogers/1402-W-Pecan-St-Unknown/home/181969702,NWARMLS,1244591,N,Y,36.329101,-94.136928
MLS Listing,,Single Family Residential,1400 W Pecan St,Rogers,AR,72758,420200,4,4.0,Pine Street,2101,6969,2023,18,200,21,Active,,,https://www.redfin.com/AR/Rogers/1400-W-Pecan-St-Unknown/home/181969701,NWARMLS,1244589,N,Y,36.329097,-94.136887
MLS Listing,,Single Family Residential,33 W Pinnacle Dr,Rogers,AR,72758,3750000,5,6.5,Pinnacle,8099,46173,2016,19,463,57,Active,,,https://www.redfin.com/AR/Rogers/33-W-Pinnacle-Dr-72758/home/115243531,NWARMLS,1244009,N,Y,36.3003432,-94.2006446
MLS Listing,,Single Family Residential,907 W Cottonwood St,Rogers,AR,72758,336990,4,2.0,Cottonwood Place,1796,6534,2023,19,188,,Active,,,https://www.redfin.com/AR/Rogers/907-W-Cottonwood-St-72758/home/185240486,NWARMLS,1244260,N,Y,36.3033049,-94.1300601
MLS Listing,,Single Family Residential,6103 Knoll View Way,Rogers,AR,72758,380000,4,2.0,Champions Estates-Rogers,2008,10454,2002,20,189,,Active,,,https://www.redfin.com/AR/Rogers/6103-W-Knoll-View-Way-72758/home/115625470,NWARMLS,1244413,N,Y,36.288716,-94.201792
MLS Listing,,Single Family Residential,603 Oak St,Rogers,AR,72756,239900,3,1.0,Duckworths Add Rogers,1470,8712,,21,163,,Active,,,https://www.redfin.com/AR/Rogers/603-W-Oak-St-72756/home/115547931,NWARMLS,1242947,N,Y,36.3264394,-94.1234923
MLS Listing,,Single Family Residential,15124 Mills Cv,Garfield,AR,72732,305000,3,2.5,Deer Haven,1641,13939,2020,22,186,,Active,,,https://www.redfin.com/AR/Garfield/15124-Mills-Cv-72732/home/115060408,NWARMLS,1244161,N,Y,36.4057418,-94.045057
MLS Listing,,Single Family Residential,29 W Nottingham Ln,Rogers,AR,72758,1949550,4,4.5,Pinnacle Sub Ph 4 Rogers,5753,25264,2008,22,339,54,Active,,,https://www.redfin.com/AR/Rogers/29-W-Nottingham-Ln-72758/home/115768673,NWARMLS,1244212,N,Y,36.3067511,-94.2005445
MLS Listing,,Single Family Residential,16376 Cypress Ln,Rogers,AR,72756,349900,3,2.0,Beaver Shores Unit 1 Rurban,1548,36154,1966,24,226,4,Active,,,https://www.redfin.com/AR/Rogers/16376-Cypress-Ln-72756/home/115473236,NWARMLS,1244105,N,Y,36.3229415,-94.0193037
MLS Listing,,Single Family Residential,15697 Bumblebee Ln,Rogers,AR,72758,2250000,4,5.5,Esculapia Estates,4764,113256,2017,25,472,,Active,,,https://www.redfin.com/AR/Rogers/15697-Bumblebee-Ln-72758/home/115044903,NWARMLS,1244002,N,Y,36.3027744,-94.0338445
MLS Listing,,Townhouse,2011 S Dixieland Rd Unit 2009E,Rogers,AR,72758,365000,3,2.0,Three Oaks Townhomes,2000,4356,2015,26,183,150,Active,May-21-2023 02:00 PM,May-21-2023 04:00 PM,https://www.redfin.com/AR/Rogers/2011-S-Dixieland-Rd-72758/unit-2009-E/home/177090537,NWARMLS,1244004,N,Y,36.308258,-94.142763
MLS Listing,,Single Family Residential,519 N 8th St,Rogers,AR,72756,390000,4,2.0,12-19-30 Rogers,1894,9147,,26,206,,Active,,,https://www.redfin.com/AR/Rogers/519-N-8th-St-72756/home/114912898,NWARMLS,1243925,N,Y,36.3382062,-94.1254108
MLS Listing,,Single Family Residential,86 W Champions Blvd,Rogers,AR,72758,1675000,6,3.5,"Pinnacle, Champions Golf & Cc Rogers",6233,29185,2002,27,269,50,Active,,,https://www.redfin.com/AR/Rogers/86-W-Champions-Blvd-72758/home/115005514,NWARMLS,1243099,N,Y,36.2972428,-94.2040669
MLS Listing,,Single Family Residential,1116 E Prairie Creek Dr,Rogers,AR,72756,497000,3,2.0,Atalanta Point Sub Rogers,2472,45738,1990,27,201,,Active,May-16-2023 12:00 PM,May-16-2023 02:00 PM,https://www.redfin.com/AR/Rogers/1116-Prairie-Creek-Dr-72756/home/115716929,NWARMLS,1243544,N,Y,36.3411479,-94.097197
MLS Listing,,Single Family Residential,1006 S Arkansas St,Rogers,AR,72756,349900,3,1.0,Blackburn Add Rogers,1532,13939,1910,27,228,,Active,,,https://www.redfin.com/AR/Rogers/1006-S-Arkansas-St-72756/home/114726698,NWARMLS,1243852,N,Y,36.3232674,-94.116179
MLS Listing,,Single Family Residential,20781 Low Gap Ln,Rogers,AR,72756,1950000,5,3.5,Greenacres Sub Rurban,4321,409464,1999,27,451,,Active,,,https://www.redfin.com/AR/Rogers/20781-Low-Gap-Ln-72756/home/116391901,NWARMLS,1243856,N,Y,36.334079,-93.9220427
MLS Listing,,Single Family Residential,1608 S 23rd,Rogers,AR,72758,538790,3,2.5,Seminole Park,2506,8276,2022,28,215,,Active,,,https://www.redfin.com/AR/Rogers/1608-S-23rd-St-72758/home/116262558,NWARMLS,1243819,N,Y,36.3189209,-94.1515164
MLS Listing,,Single Family Residential,1604 S 23rd Pl,Rogers,AR,72758,532555,4,3.0,Seminole Park,2477,8276,,28,215,,Active,,,https://www.redfin.com/AR/Rogers/1604-S-23rd-St-72758/home/115670335,NWARMLS,1243813,N,Y,36.3193436,-94.1515164
MLS Listing,,Single Family Residential,1705 S 23rd Pl,Rogers,AR,72758,562870,3,3.0,Seminole Park,2618,8276,,28,215,,Active,,,https://www.redfin.com/AR/Rogers/1705-S-23rd-St-72758/home/115982560,NWARMLS,1243812,N,Y,36.3180499,-94.1510365
MLS Listing,,Single Family Residential,8431 Navajo Trl,Rogers,AR,72756,350000,4,2.0,Indian Head Park Rurban,1792,15245,1998,30,195,,Active,,,https://www.redfin.com/AR/Rogers/8431-Navajo-Trl-72756/home/115699389,NWARMLS,1243605,N,Y,36.3349698,-94.0430617
MLS Listing,,Single Family Residential,10446 E High Meadows Dr,Rogers,AR,72756,375000,2,1.0,--,1456,604612,,32,258,,Active,,,https://www.redfin.com/AR/Rogers/10446-E-High-Meadows-Dr-72756/home/115126100,NWARMLS,1243515,N,Y,36.368763,-94.042921
MLS Listing,,Single Family Residential,7927 Lakeview Bay Rd,Rogers,AR,72756,4700000,6,4.0,,3800,6751800,,32,1237,,Active,,,https://www.redfin.com/AR/Rogers/7927-Lakeview-Bay-Rd-72756/home/115556679,NWARMLS,1243455,N,Y,36.3228693,-93.8364912
MLS Listing,,Single Family Residential,15484 Woods Lodge Rd,Rogers,AR,72756,599000,3,2.0,,1992,866843,1991,32,301,,Active,,,https://www.redfin.com/AR/Rogers/15484-Woods-Lodge-Rd-72756/home/114824669,NWARMLS,1243467,N,Y,36.402139,-94.037826
MLS Listing,,Single Family Residential,15854 Abbey Ln,Rogers,AR,72756,1250000,3,2.0,Lakewood Estates Rurban,2956,319730,2006,32,423,,Active,,,https://www.redfin.com/AR/Rogers/15854-Abbey-Ln-72756/home/115466498,NWARMLS,1243439,N,Y,36.368657,-94.027828
MLS Listing,,Single Family Residential,405 S 21st St,Rogers,AR,72758,425000,3,2.5,Allied Sub Trac 2,1700,5662,2023,33,250,,Active,,,https://www.redfin.com/AR/Rogers/405-S-21st-St-72758/home/185093343,NWARMLS,1243275,N,Y,36.3311759,-94.1475877
MLS Listing,,Townhouse,401 S 21st St,Rogers,AR,72758,425000,3,2.5,Allied Sub Tract 2,1700,5662,2023,33,250,,Active,,,https://www.redfin.com/AR/Rogers/401-S-21st-St-72758/home/185093292,NWARMLS,1243182,N,Y,36.3312079,-94.1475869
MLS Listing,,Single Family Residential,403 S 21st St,Rogers,AR,72758,425000,3,2.5,Allied Sub Trac 2,1700,5662,2023,33,250,,Active,,,https://www.redfin.com/AR/Rogers/403-S-21st-St-72758/home/185093291,NWARMLS,1243270,N,Y,36.3311919,-94.1475873
MLS Listing,,Single Family Residential,5708 W Stoney Creek Dr,Rogers,AR,72758,449900,4,2.5,Stoney Creek Place Sub-Rogers,2312,7840,2002,33,195,17,Active,,,https://www.redfin.com/AR/Rogers/5708-W-Stoney-Creek-Dr-72758/home/115538121,NWARMLS,1243397,N,Y,36.323804,-94.197113
MLS Listing,,Single Family Residential,10685 Bluewater Psge,Rogers,AR,72756,3250000,4,4.5,The Estates of Lakeway,5300,229561,2008,35,613,200,Active,,,https://www.redfin.com/AR/Rogers/10685-Bluewater-Psge-72756/home/176843282,NWARMLS,1243108,N,Y,36.3755902,-94.0343831
MLS Listing,,Single Family Residential,2140 21st St,Rogers,AR,72758,2100000,3,2.0,23-19-30,1825,217800,,36,1151,,Active,,,https://www.redfin.com/AR/Rogers/2140-S-21st-St-72758/home/114919411,NWARMLS,1243090,N,Y,36.3039487,-94.1493171
MLS Listing,,Condo/Co-op,16794 Heritage Bay Rd Unit B-1,Rogers,AR,72756,395000,3,2.0,Heritage Bay,1480,435,1975,38,267,550,Active,,,https://www.redfin.com/AR/Rogers/16794-Heritage-Bay-Rd-72756/unit-B-1/home/177527480,NWARMLS,1240752,N,Y,36.3313824,-94.0090025
MLS Listing,,Single Family Residential,5101 Haxton Cir,Bentonville,AR,72713,1850000,4,3.5,Haxton Estates Rogers,4950,43560,2022,39,374,21,Active,,,https://www.redfin.com/AR/Bentonville/5101-S-Haxton-Cir-72713/home/169155318,NWARMLS,1242921,N,Y,36.2918346,-94.2304119
MLS Listing,,Single Family Residential,821 Ash St,Rogers,AR,72756,285000,2,2.0,Hillcrest Add Rev Rogers,1664,14374,,41,171,,Active,,,https://www.redfin.com/AR/Rogers/821-W-Ash-St-72756/home/114817137,NWARMLS,1242774,N,Y,36.3219528,-94.1273692
MLS Listing,,Single Family Residential,1604 S 15th Pl,Rogers,AR,72758,384500,3,2.5,Bellawood Add,2356,13068,1995,41,163,,Active,,,https://www.redfin.com/AR/Rogers/1604-S-15th-Pl-72758/home/115743229,NWARMLS,1242859,N,Y,36.3185664,-94.1403809
MLS Listing,,Single Family Residential,518 S 14th St,Rogers,AR,72758,402200,4,3.5,Pine Street,2011,7840,2023,41,200,21,Active,,,https://www.redfin.com/AR/Rogers/518-S-14th-St-Unknown/home/181969695,NWARMLS,1242848,N,Y,36.3265923,-94.1377103
MLS Listing,,Single Family Residential,1209 N 34th St,Rogers,AR,72756,339900,3,2.0,Cambridge Park Ph 3 Rogers,1699,8276,1996,41,200,10,Active,,,https://www.redfin.com/AR/Rogers/1209-N-34th-St-72756/home/115321533,NWARMLS,1242770,N,Y,36.3459303,-94.165954
MLS Listing,,Single Family Residential,15445 Putman Rd,Rogers,AR,72756,479000,4,3.0,02-19-29-RURAL,2818,24393,1981,43,170,,Active,,,https://www.redfin.com/AR/Rogers/15445-Putman-Rd-72756/home/116426569,NWARMLS,1242653,N,Y,36.3416113,-94.0397298
MLS Listing,,Single Family Residential,7986 Hopper Rd,Rogers,AR,72756,500000,4,2.0,Ozark Hills,2000,45302,2023,43,250,,Active,May-21-2023 02:00 PM,May-21-2023 04:00 PM,https://www.redfin.com/AR/Rogers/7986-Hopper-Rd-72756/home/114610916,NWARMLS,1238912,N,Y,36.323274,-93.983626
MLS Listing,,Townhouse,Lot 13 Pinnacle Hills Pkwy,Rogers,AR,72758,699000,3,2.5,Pinnacle Vlg,1854,4356,2024,43,377,,Active,,,https://www.redfin.com/AR/Rogers/Lot-13-Pinnacle-Hills-Pkwy-72758/home/184796348,NWARMLS,1241859,N,Y,36.291948,-94.184605
MLS Listing,,Single Family Residential,705 S 13th St,Rogers,AR,72758,777000,4,4.0,City/Rogers,3508,82764,1948,44,221,,Active,,,https://www.redfin.com/AR/Rogers/705-S-13th-St-72758/home/116169326,NWARMLS,1242547,N,Y,36.3277494,-94.1340641
MLS Listing,,Single Family Residential,954 Madison 8050,Rogers,AR,72756,610000,5,4.0,NA,3941,260488,2006,46,155,,Active,,,https://www.redfin.com/AR/Rogers/954-Madison-8050-72756/home/123045465,NWARMLS,1242434,N,Y,36.29078,-93.850075
MLS Listing,,Single Family Residential,35 W Nottingham Ln,Rogers,AR,72758,1950000,5,6.0,Pinnacle Sub Ph 4 Rogers,6557,24829,2010,46,297,57,Active,,,https://www.redfin.com/AR/Rogers/35-W-Nottingham-Ln-72758/home/115061181,NWARMLS,1241989,N,Y,36.3063927,-94.2017253
MLS Listing,,Single Family Residential,18838 Coppermine Rd,Rogers,AR,72756,399900,3,2.0,Copper Mine Acres Rurban,1451,31363,1970,47,276,,Active,,,https://www.redfin.com/AR/Rogers/18838-Coppermine-Rd-72756/home/115902347,NWARMLS,1242145,N,Y,36.328941,-93.963617
